Date,Open,High,Low,Close,Volume,BTC-USD,"SMA(Close, 30)","SMA(Close, 50)","EMA(Close, 5)","EMA(Close, 20)",Strategy 1_signal,Strategy 2_signal,position,returns,gross_strategy_returns,trades,transaction_costs,strategy_returns,cumulative_returns,cumulative_market_returns,strategy_drawdown,market_drawdown
2020-01-17,8725.2099609375,8958.1220703125,8677.31640625,8929.0380859375,36372139320,8929.0380859375,,,8567.542361744858,7977.722354476309,0,0,0.0,0.02352785247141642,0.0,0.0,0.0,0.0,1.0,1.2401141546798213,0.0,0.0
2020-01-18,8927.2119140625,9012.1982421875,8827.33203125,8942.80859375,32337772627,8942.80859375,,,8688.04093647574,8068.323852710709,0,0,0.0,0.0015422162701026476,0.0,0.0,0.0,0.0,1.0,1.242026678905953,0.0,0.0
2020-01-19,8941.4453125,9164.3623046875,8620.080078125,8706.2451171875,34217320471,8706.2451171875,,,8772.963488900494,8151.60811376207,0,0,0.0,-0.026452928527155417,-0.0,0.0,0.0,-0.0,1.0,1.2091714359400336,0.0,0.026452928527155528
2020-01-20,8704.6318359375,8745.5908203125,8560.4736328125,8657.642578125,26422375678,8657.642578125,,,8750.72403166283,8204.430685516874,0,0,0.0,-0.005582491465413786,-0.0,0.0,0.0,-0.0,1.0,1.2024212467186763,0.0,0.03188774674483119
2020-01-21,8658.9912109375,8755.7060546875,8544.5205078125,8745.89453125,24097418512,8745.89453125,,,8719.696880483554,8247.593722908125,0,0,0.0,0.010193531591149663,0.0,0.0,0.0,0.0,1.0,1.2146781656829728,0.0,0.022019263907495423
2020-01-22,8744.2109375,8792.994140625,8636.7470703125,8680.8759765625,22600204051,8680.8759765625,,,8728.429430739037,8295.050942750207,0,0,0.0,-0.007434180055016837,-0.0,0.0,0.0,-0.0,1.0,1.205648029490388,0.0,0.029289748789945058
2020-01-23,8680.650390625,8687.7470703125,8333.6376953125,8406.515625,25770680779,8406.515625,,,8712.578279346859,8331.796184065664,0,0,0.0,-0.03160514587505292,-0.0,0.0,0.0,-0.0,1.0,1.1675433476443742,0.0,0.05996918788184813
2020-01-24,8405.5673828125,8514.6669921875,8266.8408203125,8445.4345703125,24397913026,8445.4345703125,,,8610.557394564574,8338.912321297506,0,0,0.0,0.004629616722148233,0.0,0.0,0.0,0.0,1.0,1.1729486258504616,0.0,0.05561720551473126
2020-01-25,8440.119140625,8458.453125,8296.21875,8367.84765625,19647331549,8367.84765625,,,8555.516453147216,8349.057297394173,0,0,0.0,-0.00918684685986848,-0.0,0.0,0.0,-0.0,1.0,1.1621729264502803,0.0,0.06429310562476198
2020-01-26,8364.41015625,8602.4013671875,8325.498046875,8596.830078125,22177678796,8596.830078125,,,8492.960187514811,8350.846855380441,0,0,0.0,0.027364554337216074,0.0,0.0,0.0,0.0,1.0,1.1939752706453703,0.0,0.038687903469923124
2020-01-27,8597.30859375,8977.7265625,8597.30859375,8909.8193359375,28647338393,8909.8193359375,,,8527.583484384875,8374.273828975161,0,0,0.0,0.036407519395889265,0.0,0.0,0.0,0.0,1.0,1.2374449484696037,0.0,0.003688914670001431
2020-01-28,8912.5244140625,9358.58984375,8908.447265625,9358.58984375,34398744403,9358.58984375,,,8654.995434902417,8425.278162971576,0,0,0.0,0.05036808165148732,0.0,0.0,0.0,0.0,1.0,1.2997726766733413,0.0,0.0
2020-01-29,9357.470703125,9406.431640625,9269.4677734375,9316.6298828125,30682598115,9316.6298828125,,,8889.52690451828,8514.164989712379,0,0,0.0,-0.004483577295090302,-0.0,0.0,0.0,-0.0,1.0,1.2939450454114299,0.0,0.004483577295090413
2020-01-30,9316.0166015625,9553.1259765625,9230.8974609375,9508.9931640625,32378792851,9508.9931640625,,,9031.894563949687,8590.590217626677,0,0,0.0,0.02064730312029206,0.0,0.0,0.0,0.0,1.0,1.3206615209850396,0.0,0.0
2020-01-31,9508.3134765625,9521.7060546875,9230.7763671875,9350.529296875,29432489719,9350.529296875,8357.228515625,,9190.92743065396,8678.05716490628,0,0,0.0,-0.016664631518128026,-0.0,0.0,0.0,-0.0,1.0,1.2986531833776533,0.0,0.016664631518128137
2020-02-01,9346.357421875,9439.3232421875,9313.2392578125,9392.875,25922656496,9392.875,8428.907014973958,,9244.12805272764,8742.102129855683,0,0,0.0,0.00452869583961979,0.0,0.0,0.0,0.0,1.0,1.3045343886463248,0.0,0.012211404725933184
2020-02-02,9389.8203125,9468.7978515625,9217.82421875,9344.365234375,30835736946,9344.365234375,8509.153841145833,,9293.710368485094,8804.080498440855,0,0,0.0,-0.0051645279666768795,-0.0,0.0,0.0,-0.0,1.0,1.2977970843126692,0.0,0.017312866551390527
2020-02-03,9344.68359375,9540.3720703125,9248.6337890625,9293.521484375,30934096509,9293.521484375,8575.803206380207,,9310.59532378173,8855.53618757744,0,0,0.0,-0.005441113304621492,-0.0,0.0,0.0,-0.0,1.0,1.2907356233305165,0.0,0.02265977858747814
2020-02-04,9292.841796875,9331.265625,9112.8115234375,9180.962890625,29893183716,9180.962890625,8638.565364583334,,9304.904043979488,8897.249072986731,0,0,0.0,-0.012111511652417528,-0.0,0.0,0.0,-0.0,1.0,1.2751028637883586,0.0,0.03449684606749226
2020-02-05,9183.416015625,9701.2998046875,9163.7041015625,9613.423828125,35222060874,9613.423828125,8697.553548177084,,9263.590326194659,8924.269436571329,0,0,0.0,0.047104093835473426,0.0,0.0,0.0,0.0,1.0,1.3351654287341264,0.0,0.0
2020-02-06,9617.8212890625,9824.619140625,9539.818359375,9729.8017578125,37628823716,9729.8017578125,8759.027034505209,,9380.201493504774,8989.90318814787,0,0,0.0,0.012105773319493585,0.0,0.0,0.0,0.0,1.0,1.3513286387584063,0.0,0.0
2020-02-07,9726.0029296875,9834.716796875,9726.0029296875,9795.943359375,34522718159,9795.943359375,8811.230680338542,,9496.734914940684,9060.369718592121,0,0,0.0,0.006797836503646293,0.0,0.0,0.0,0.0,1.0,1.3605147499073809,0.0,0.0
2020-02-08,9793.0703125,9876.7490234375,9678.91015625,9865.119140625,35172043762,9865.119140625,8868.433365885418,,9596.471063085457,9130.424351047634,0,0,0.0,0.007061676319697785,0.0,0.0,0.0,0.0,1.0,1.3701222646994013,0.0,0.0
2020-02-09,9863.89453125,10129.435546875,9850.392578125,10116.673828125,35807884663,10116.673828125,8934.6349609375,,9686.020422265305,9200.395283388336,0,0,0.0,0.02549940694219166,0.0,0.0,0.0,0.0,1.0,1.4050595698875286,0.0,0.0
2020-02-10,10115.5595703125,10165.765625,9784.5634765625,9856.611328125,39386548075,9856.611328125,8999.638948567708,,9829.57155755187,9287.65990669659,0,0,0.0,-0.025706324471686526,-0.0,0.0,0.0,-0.0,1.0,1.3689406526819514,0.0,0.025706324471686526
2020-02-11,9855.8916015625,10210.052734375,9729.3349609375,10208.236328125,37648059389,10208.236328125,9060.274739583334,,9838.58481440958,9341.845756356439,0,0,0.0,0.03567402510806805,0.0,0.0,0.0,0.0,1.0,1.4177762758971824,0.0,0.0
2020-02-12,10202.3876953125,10393.611328125,10202.3876953125,10326.0546875,43444303830,10326.0546875,9127.466145833334,,9961.801985648053,9424.35914414392,0,0,0.0,0.011541499979814906,0.0,0.0,0.0,0.0,1.0,1.4341395407568318,0.0,0.0
2020-02-13,10323.9609375,10457.626953125,10116.1611328125,10214.3798828125,49356071373,10214.3798828125,9200.19482421875,,10083.219552932036,9510.234910177833,0,0,0.0,-0.010814856987217514,-0.0,0.0,0.0,-0.0,1.0,1.418629526723833,0.0,0.010814856987217514
2020-02-14,10211.55078125,10321.99609375,10125.5341796875,10312.1162109375,43338264162,10312.1162109375,9246.41533203125,,10126.939662892191,9577.29633614304,0,0,0.0,0.009568503349817403,0.0,0.0,0.0,0.0,1.0,1.4322036881024398,0.0,0.0013498356327100725
2020-02-15,10313.8564453125,10341.5556640625,9874.427734375,9889.4248046875,43865054831,9889.4248046875,9296.585514322916,,10188.665178907295,9647.279181361559,0,0,0.0,-0.0409897830477971,-0.0,0.0,0.0,-0.0,1.0,1.3734979696468659,0.0,0.04228428921077221
2020-02-16,9889.1796875,10053.96875,9722.38671875,9934.43359375,43374780305,9934.43359375,9335.44013671875,,10088.918387500697,9670.340669297362,0,0,0.0,0.004551203932625647,0.0,0.0,0.0,0.0,1.0,1.379749039007776,0.0,0.03792552970149099
2020-02-17,9936.560546875,9938.8154296875,9507.6376953125,9690.142578125,45998298413,9690.142578125,9368.9533203125,,10037.423456250464,9695.49237638809,0,0,0.0,-0.024590331529186438,-0.0,0.0,0.0,-0.0,1.0,1.3458205527114984,0.0,0.06158325988189772
2020-02-18,9691.23046875,10161.935546875,9632.3828125,10141.99609375,47271023953,10141.99609375,9393.864453125,,9921.663163541976,9694.982871791606,0,0,0.0,0.0466302236506857,0.0,0.0,0.0,0.0,1.0,1.408576466078125,0.0,0.017824677412643153
2020-02-19,10143.798828125,10191.67578125,9611.2236328125,9633.38671875,46992019710,9633.38671875,9441.722819010416,,9995.107473611319,9737.555559597167,0,0,0.0,-0.05014884351152826,-0.0,0.0,0.0,-0.0,1.0,1.3379379853067517,0.0,0.06707963396596128
2020-02-20,9629.3251953125,9643.216796875,9507.900390625,9608.4755859375,44925260237,9608.4755859375,9474.247623697916,8932.1370703125,9874.533888657546,9727.634717611721,1,0,1.0,-0.0025859164113087862,-0.0,1.0,0.002,-0.002,0.998,1.3344781895132336,0.0020000000000000018,0.06949208805093288
2020-02-21,9611.7822265625,9723.0146484375,9589.7431640625,9686.44140625,40930547513,9686.44140625,9503.000325520834,8980.303095703124,9785.847787750865,9716.286228880845,1,0,1.0,0.008114275736580634,0.008114275736580634,0.0,0.0,0.008114275736580634,1.0060980471851075,1.345306513507397,0.0,0.061941690278308204
2020-02-22,9687.70703125,9698.2314453125,9600.728515625,9663.181640625,35838025154,9663.181640625,9536.519173177083,9034.32251953125,9752.712327250578,9713.443864820763,1,0,1.0,-0.002401270461409255,-0.002401270461409255,0.0,0.0,-0.002401270461409255,1.0036821336631203,1.3420760687149702,0.002401270461409366,0.06419422198852243
2020-02-23,9663.318359375,9937.404296875,9657.791015625,9924.515625,41185185761,9924.515625,9578.408040364584,9080.688466796875,9722.868765042052,9708.656986325928,1,0,1.0,0.02704430011708836,0.02704430011708836,0.0,0.0,0.02704430011708836,1.0308260145080654,1.37837157669726,0.0,0.03888600967667466
2020-02-24,9921.5830078125,9951.74609375,9537.04296875,9650.1748046875,45080496648,9650.1748046875,9627.7107421875,9130.96564453125,9790.084385028036,9729.214951913935,1,0,1.0,-0.027642741538078885,-0.027642741538078885,0.0,0.0,-0.027642741538078885,1.002331157418291,1.3402696074591833,0.027642741538078996,0.06545383529981397
2020-02-25,9651.3125,9652.7373046875,9305.021484375,9341.705078125,42515259129,9341.705078125,9670.45498046875,9175.74279296875,9743.447858247859,9721.687318844752,1,0,1.0,-0.031965195740564556,-0.031965195740564556,0.0,0.0,-0.031965195740564556,0.9702914457745486,1.297427627111621,0.058724331634573024,0.09532678638304926
2020-02-26,9338.2900390625,9354.7783203125,8704.4267578125,8820.5224609375,50420050762,8820.5224609375,9695.284147135417,9207.192509765626,9609.533598206906,9685.4985340143,0,0,0.0,-0.05579095174048332,-0.05579095174048332,1.0,0.002,-0.05779095174048332,0.9142173796575879,1.2250429049806668,0.11312154835957067,0.14579936598486043
2020-02-27,8825.09375,8932.892578125,8577.19921875,8784.494140625,45470195695,8784.494140625,9692.307584635417,9220.329111328125,9346.529885783772,9603.119860387937,0,0,0.0,-0.0040846016176541156,-0.0,0.0,0.0,-0.0,0.9142173796575879,1.220039092749287,0.11312154835957067,0.14928843527635993
2020-02-28,8788.728515625,8890.4560546875,8492.9326171875,8672.455078125,44605450443,8672.455078125,9673.171061197916,9234.42173828125,9159.184637397515,9525.1555061248,0,0,0.0,-0.012754184897438958,-0.0,0.0,0.0,-0.0,0.9142173796575879,1.204478488578259,0.11312154835957067,0.1601385678672348
2020-02-29,8671.212890625,8775.6318359375,8599.5087890625,8599.5087890625,35792392544,8599.5087890625,9651.698567708334,9250.2894140625,8996.941450973343,9443.94594155339,0,0,0.0,-0.008411261679117432,-0.0,0.0,0.0,-0.0,0.9142173796575879,1.1943473048239592,0.11312154835957067,0.1672028621471019
2020-03-01,8599.7587890625,8726.796875,8471.212890625,8562.4541015625,35349164300,8562.4541015625,9621.382421875,9258.948505859375,8864.463897003063,9363.523355601876,0,0,0.0,-0.0043089307085921735,-0.0,0.0,0.0,-0.0,0.9142173796575879,1.189200945045479,0.11312154835957067,0.17079132730842395
2020-03-02,8563.2646484375,8921.30859375,8532.630859375,8869.669921875,42857674409,8869.669921875,9595.113248697917,9269.4468359375,8763.793965189543,9287.231045693365,0,-1,-1.0,0.03587941221856461,0.0,1.0,0.002,-0.002,0.9123889448982727,1.2318687759634723,0.11489530526285141,0.141039807525714
2020-03-03,8865.3876953125,8901.5986328125,8704.990234375,8787.7861328125,42386715821,8787.7861328125,9577.673079427082,9282.9903515625,8799.085950751363,9247.463319615425,0,-1,-1.0,-0.009231886844013548,0.009231886844013548,0.0,0.0,0.009231886844013548,0.9208120163953025,1.220496302817104,0.10672411887593292,0.14896963082614878
2020-03-04,8788.5419921875,8843.3662109375,8712.431640625,8755.24609375,34746706368,8755.24609375,9559.120442708334,9295.8621875,8795.319344771742,9203.684539919908,0,-1,-1.0,-0.0037028710724991143,0.0037028710724991143,0.0,0.0,0.0037028710724991143,0.9242216645740222,1.2159769623633105,0.10341643345595752,0.15212088656198086
2020-03-05,8760.28515625,9142.0546875,8757.25390625,9078.7626953125,39698054597,9078.7626953125,9541.1779296875,9294.41181640625,8781.961594431163,9160.976116475154,0,-1,-1.0,0.03695117168590434,-0.03695117168590434,0.0,0.0,-0.03695117168590434,0.8900705911705152,1.2609087358657016,0.1365462467540869,0.12079075987244026
2020-03-06,9078.30859375,9167.6953125,9032.0791015625,9122.5458984375,40826885651,9122.5458984375,9537.771256510418,9299.84685546875,8880.895294724942,9153.146266840617,0,-1,-1.0,0.004822595830994203,-0.004822595830994203,0.0,0.0,-0.004822595830994203,0.8857781404482458,1.2669895890785516,0.14071033522474685,0.11655068905642951
2020-03-07,9121.6005859375,9163.220703125,8890.744140625,8909.9541015625,36216930370,8909.9541015625,9521.408658854167,9307.82205078125,8961.445495962462,9150.23194604032,0,-1,-1.0,-0.02330399860322019,0.02330399860322019,0.0,0.0,0.02330399860322019,0.9064203129960147,1.2374636654643705,0.12068545007706277,0.13713859056467437
2020-03-08,8908.2060546875,8914.34375,8105.2529296875,8108.1162109375,39973102121,8108.1162109375,9494.080403645834,9307.44037109375,8944.281697829141,9127.348341804336,0,-1,-1.0,-0.08999349283790192,0.08999349283790192,0.0,0.0,0.08999349283790192,0.9879922429417503,1.1260999879492388,0.04155286242631007,0.21479050263479427
2020-03-09,8111.146484375,8177.79345703125,7690.09814453125,7923.64453125,46936995808,7923.64453125,9437.819498697916,9290.7465234375,8665.55986886526,9030.278615055113,0,-1,-1.0,-0.022751484424786028,0.022751484424786028,0.0,0.0,0.022751484424786028,1.0104705330688488,1.10047954161266,0.019746767303821633,0.23265518428429277
2020-03-10,7922.14697265625,8136.9453125,7814.76318359375,7909.7294921875,42213940994,7909.7294921875,9373.103678385416,9275.09451171875,8418.254756326842,8924.884892787959,0,-1,-1.0,-0.0017561412564156553,0.0017561412564156553,0.0,0.0,0.0017561412564156553,1.0122450620603634,1.0985469440877926,0.018025304160149025,0.23400275017306782
2020-03-11,7910.08984375,7950.814453125,7642.8125,7911.43017578125,38682762605,7911.43017578125,9299.5388671875,9260.13625,8248.746334947062,8828.203426064105,0,-1,-1.0,0.00021501160000858555,-0.00021501160000858555,0.0,0.0,-0.00021501160000858555,1.012027417629969,1.0987831444239256,0.018236440110669383,0.23383805187878037
2020-03-12,7913.6162109375,7929.1162109375,4860.35400390625,4970.7880859375,53980357243,4970.7880859375,9234.699495442708,9243.446962890624,8136.307615225125,8740.891687941928,0,-1,-1.0,-0.37169538560117077,0.37169538560117077,0.0,0.0,0.37169538560117077,1.3881933388648977,0.6903705198652076,0.0,0.5186169126186413
2020-03-13,5017.8310546875,5838.11474609375,4106.98095703125,5563.70703125,74156772075,5563.70703125,9060.117887369792,9169.245205078125,7081.134438795918,8381.834202036745,0,-1,-1.0,0.11928067241286833,-0.11928067241286833,0.0,0.0,-0.11928067241286833,1.2226087039660278,0.772718379688751,0.11928067241286844,0.4611972142676103
2020-03-14,5573.07763671875,5625.2265625,5125.0693359375,5200.3662109375,36154506008,5200.3662109375,8901.372965494791,9112.389033203124,6575.32530294728,8113.441138152293,0,-1,-1.0,-0.06530552710121185,0.06530552710121185,0.0,0.0,0.06530552710121185,1.302451809817059,0.7222555986023828,0.061764832496565725,0.49638401419346534
2020-03-15,5201.06689453125,5836.64501953125,5169.283203125,5392.31494140625,33997889639,5392.31494140625,8734.239176432291,9047.487666015624,6117.005605610687,7836.005430798503,0,-1,-1.0,0.036910617960911996,-0.036910617960911996,0.0,0.0,-0.036910617960911996,1.2543775086524032,0.748914499072525,0.09639567232177726,0.47779523694235226
2020-03-16,5385.2294921875,5385.2294921875,4575.35791015625,5014.47998046875,45368026430,5014.47998046875,8570.24580078125,8987.97701171875,5875.442050875875,7603.273003237336,0,-1,-1.0,-0.07006915676163483,0.07006915676163483,0.0,0.0,0.07006915676163483,1.3422706829444375,0.6964386916359511,0.03308087903520007,0.514385684346711
2020-03-17,5002.578125,5371.3486328125,4981.9091796875,5225.62939453125,38622642935,5225.62939453125,8407.747639973959,8916.330009765625,5588.4546940735,7356.721286783184,0,-1,-1.0,0.04210793838741411,-0.04210793838741411,0.0,0.0,-0.04210793838741411,1.2857504317277808,0.725764289153969,0.07379584980639853,0.4939374666631361
2020-03-18,5227.11376953125,5331.833984375,5069.3359375,5238.4384765625,37878801016,5238.4384765625,8250.7875,8842.6462109375,5467.512927559417,7153.760154187761,0,-1,-1.0,0.0024512036855608432,-0.0024512036855608432,0.0,0.0,-0.0024512036855608432,1.2825987955308182,0.7275432852543916,0.07606616483293482,0.4926970043162965
2020-03-19,5245.41650390625,6329.73583984375,5236.96875,6191.19287109375,51000731797,6191.19287109375,8102.39736328125,8760.24318359375,5391.1547772271115,6971.348565842498,0,-1,-1.0,0.18187755736638023,-0.18187755736638023,0.0,0.0,-0.18187755736638023,1.0493228595186117,0.8598670808547719,0.2441089939412724,0.40042997461669716
2020-03-20,6191.65380859375,6844.26171875,5865.78173828125,6198.7783203125,54442976103,6198.7783203125,7970.703922526041,8697.734443359375,5657.834141849325,6897.048023485475,0,-1,-1.0,0.001225199953657663,-0.001225199953657663,0.0,0.0,-0.001225199953657663,1.0480372291997575,0.860920589962387,0.24503511156686586,0.399695381449383
2020-03-21,6206.521484375,6378.13525390625,5932.8232421875,6185.06640625,42494390880,6185.06640625,7856.216975911459,8631.530146484374,5838.148868003716,6830.5461469928105,0,-1,-1.0,-0.00221203491300348,0.00221203491300348,0.0,0.0,0.00221203491300348,1.0503555241408749,0.8590162035600666,0.2433651028755599,0.4010232762240542
2020-03-22,6185.55810546875,6359.697265625,5823.7138671875,5830.2548828125,40099664740,5830.2548828125,7742.103336588541,8568.220888671874,5953.788047419144,6769.071885969685,0,-1,-1.0,-0.05736583896317804,0.05736583896317804,0.0,0.0,0.05736583896317804,1.1106100499928246,0.8097380183598792,0.19996010721319857,0.4353840785028771
2020-03-23,5831.37451171875,6443.9345703125,5785.00439453125,6416.31494140625,46491916000,6416.31494140625,7613.563785807291,8496.968486328125,5912.6103258835965,6679.660742811859,0,-1,-1.0,0.10052048673231173,-0.10052048673231173,0.0,0.0,-0.10052048673231173,0.9989709871977488,0.8911332780910719,0.28038050664139436,0.3786286112571736
2020-03-24,6436.642578125,6789.02294921875,6411.06640625,6734.8037109375,48221910672,6734.8037109375,7505.334895833334,8438.40748046875,6080.511864391148,6654.58019029704,0,-1,-1.0,0.04963733427047878,-0.04963733427047878,0.0,0.0,-0.04963733427047878,0.949384730379704,0.935366758495226,0.31610049998078815,0.34778539192803426
2020-03-25,6738.716796875,6892.51123046875,6536.92626953125,6681.06298828125,44590107888,6681.06298828125,7399.011165364584,8387.233125,6298.609146573266,6662.220525596132,0,-1,-1.0,-0.007979552925792555,0.007979552925792555,0.0,0.0,0.007979552925792555,0.956960396082708,0.9279029499407863,0.3106432877244618,0.35298977291211964
2020-03-26,6675.1708984375,6735.4638671875,6590.962890625,6716.4404296875,35319797642,6716.4404296875,7300.040771484375,8337.235126953125,6426.093760475928,6664.015045851857,0,-1,-1.0,0.005295181540467819,-0.005295181540467819,0.0,0.0,-0.005295181540467819,0.9518931170584121,0.9328163645126584,0.3142935566621008,0.3495637363011499
2020-03-27,6719.38916015625,6793.83642578125,6466.70166015625,6469.79833984375,34585598367,6469.79833984375,7212.531949869792,8279.295458984376,6522.8759835464525,6669.00793955049,0,-1,-1.0,-0.03672214358569481,0.03672214358569481,0.0,0.0,0.03672214358569481,0.9868486727812656,0.8985613480359387,0.2891129461922104,0.373449150170042
2020-03-28,6467.25390625,6467.5009765625,6117.837890625,6242.19384765625,34885225901,6242.19384765625,7134.174479166667,8214.095390625,6505.183435645552,6650.035596721276,0,-1,-1.0,-0.035179534234601295,0.035179534234601295,0.0,0.0,0.035179534234601295,1.021565549449745,0.8669503783308189,0.2641042707458444,0.39549091724135355
2020-03-29,6245.62451171875,6250.46728515625,5920.0859375,5922.04296875,28373690931,5922.04296875,7049.431136067708,8143.020400390625,6417.520239649119,6611.19352538175,0,-1,-1.0,-0.051288198783903005,0.051288198783903005,0.0,0.0,0.051288198783903005,1.0739598064207108,0.822486054991208,0.22636150429963198,0.42649509924455387
2020-03-30,5925.53857421875,6517.19580078125,5903.234375,6429.841796875,37101651525,6429.841796875,6957.750732421875,8064.158876953125,6252.361149349414,6545.560139035869,0,-1,-1.0,0.08574723804008189,-0.08574723804008189,0.0,0.0,-0.08574723804008189,0.9818707192540738,0.8930119625331869,0.29269886854742233,0.3773186380023231
2020-03-31,6430.6064453125,6504.51513671875,6374.162109375,6438.64453125,32786468812,6438.64453125,6885.428499348958,7990.422236328125,6311.521365191276,6534.539344544358,0,-1,-1.0,0.0013690436954885143,-0.0013690436954885143,0.0,0.0,-0.0013690436954885143,0.9805264953360942,0.8942345349304888,0.29366719470224933,0.37646616000938193
2020-04-01,6437.3193359375,6612.57373046875,6202.37353515625,6606.7763671875,40346426266,6606.7763671875,6814.634847005208,7922.062900390625,6353.8957538775185,6525.40650518299,0,-1,-1.0,0.026112924097839496,-0.026112924097839496,0.0,0.0,-0.026112924097839496,0.9549220813874622,0.9175856134667955,0.31211160963480356,0.3601838681732725
2020-04-02,6606.7763671875,7088.24755859375,6595.91845703125,6793.62451171875,47660646124,6793.62451171875,6739.205061848958,7850.033701171875,6438.189291647513,6533.156015850086,0,-1,-1.0,0.028281287899985408,-0.028281287899985408,0.0,0.0,-0.028281287899985408,0.92791565508169,0.9435361163741346,0.33156597924577924,0.3420890439460259
2020-04-03,6797.396484375,7003.220703125,6673.3359375,6733.38720703125,38976504903,6733.38720703125,6672.7330078125,7779.38509765625,6556.667698337926,6557.962539266149,0,-1,-1.0,-0.008866740365705117,0.008866740365705117,0.0,0.0,0.008866740365705117,0.9361432422765725,0.9351700266045794,0.32563914833214724,0.3479225695771093
2020-04-04,6738.3828125,6878.95361328125,6696.48486328125,6867.52734375,33185988584,6867.52734375,6605.337711588541,7709.765244140625,6615.574201235701,6574.669650481874,0,-1,-1.0,0.01992164308903499,-0.01992164308903499,0.0,0.0,-0.01992164308903499,0.9174937307237266,0.9538001501021591,0.3390735245322919,0.3349321157418095
